Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
9/7/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,78
,,,,,,
8/31/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,181
,,,,,,
8/24/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,293
,,,,,,
8/17/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,329
,,,,,,
8/10/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,351
,,,,,,
8/3/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
,,,,,,
7/27/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,350
,,,,,,
7/20/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,298
,,,,,,
7/13/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,285
,,,,,,
7/6/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,295
,,,,,,
6/29/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,525
,,,,,,
6/22/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,291
,,,,,,
6/15/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,243
,,,,,,
6/8/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,238
,,,,,,
6/1/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,210
,,,,,,
5/23/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,326
,,,,,,
5/16/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,309
,,,,,,
5/9/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,306
,,,,,,
5/2/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,270
,,,,,,
4/25/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,263
,,,,,,
4/18/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,261
,,,,,,
4/11/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,256
,,,,,,
4/4/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,241
,,,,,,
3/28/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,243
,,,,,,
3/21/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,239
,,,,,,
3/14/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,242
,,,,,,
3/7/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,240
,,,,,,
2/29/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,228
,,,,,,
2/22/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,211
,,,,,,
2/15/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
,,,,,,
2/8/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,193
,,,,,,
2/1/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
,,,,,,
1/25/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
,,,,,,
1/18/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
1/11/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
1/4/2016,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
,,,,,,
12/28/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
,,,,,,
12/21/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,193
,,,,,,
12/14/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
,,,,,,
12/7/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
,,,,,,
11/30/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
11/23/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,198
,,,,,,
11/16/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
,,,,,,
11/9/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
,,,,,,
11/2/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,193
,,,,,,
10/26/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,206
,,,,,,
10/19/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,214
,,,,,,
10/12/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,224
,,,,,,
10/5/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,234
,,,,,,
9/28/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,241
,,,,,,
9/21/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,264
,,,,,,
9/14/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,274
,,,,,,
9/7/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,290
,,,,,,
8/31/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,289
,,,,,,
8/24/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,299
,,,,,,
8/17/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,325
,,,,,,
8/10/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,330
,,,,,,
8/3/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,365
,,,,,,
7/27/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,388
,,,,,,
7/20/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,390
,,,,,,
7/13/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,387
,,,,,,
7/6/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,394
,,,,,,
6/29/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,586
,,,,,,
6/22/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,363
,,,,,,
6/15/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,351
,,,,,,
6/8/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,336
,,,,,,
6/1/2015,Boston,Allston,FanCo. Classic,ORANGE - FanCo. Classic,Retail,330
,,,,,,
5/23/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,101
,,,,,,
5/16/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,73
,,,,,,
5/9/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,56
,,,,,,
5/2/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,37
,,,,,,
4/25/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,41
,,,,,,
9/7/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,51
,,,,,,
8/31/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,111
,,,,,,
8/24/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,174
,,,,,,
8/17/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,191
,,,,,,
8/10/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,207
,,,,,,
8/3/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,205
,,,,,,
7/27/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,206
,,,,,,
7/20/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
,,,,,,
7/13/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,169
,,,,,,
7/6/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,176
,,,,,,
6/29/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,307
,,,,,,
6/22/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,171
,,,,,,
6/15/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,150
,,,,,,
6/8/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,138
,,,,,,
6/1/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,125
,,,,,,
5/23/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,352
,,,,,,
5/16/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,328
,,,,,,
5/9/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,326
,,,,,,
5/2/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,290
,,,,,,
4/25/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,288
,,,,,,
4/18/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,276
,,,,,,
4/11/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,272
,,,,,,
4/4/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,269
,,,,,,
3/28/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,260
,,,,,,
3/21/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,266
,,,,,,
3/14/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,263
,,,,,,
3/7/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,255
,,,,,,
2/29/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,240
,,,,,,
2/22/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,227
,,,,,,
2/15/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
,,,,,,
2/8/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
,,,,,,
2/1/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
1/25/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
1/18/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
,,,,,,
1/11/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
1/4/2016,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,216
,,,,,,
12/28/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
12/21/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
12/14/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/7/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
11/30/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
11/23/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
,,,,,,
11/16/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
,,,,,,
11/9/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
,,,,,,
11/2/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
10/26/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,226
,,,,,,
10/19/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,236
,,,,,,
10/12/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,248
,,,,,,
10/5/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,254
,,,,,,
9/28/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
9/21/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
,,,,,,
9/14/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,288
,,,,,,
9/7/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,307
,,,,,,
8/31/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,317
,,,,,,
8/24/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,322
,,,,,,
8/17/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,344
,,,,,,
8/10/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,355
,,,,,,
8/3/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,390
,,,,,,
7/27/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,420
,,,,,,
7/20/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,421
,,,,,,
7/13/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,425
,,,,,,
7/6/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,426
,,,,,,
6/29/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,624
,,,,,,
6/22/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,390
,,,,,,
6/15/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,373
,,,,,,
6/8/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,365
,,,,,,
6/1/2015,Boston,Back Bay,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,358
,,,,,,
5/23/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,258
,,,,,,
5/16/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,191
,,,,,,
5/9/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,131
,,,,,,
5/2/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,99
,,,,,,
4/25/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,97
,,,,,,
9/7/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,119
,,,,,,
8/31/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,276
,,,,,,
8/24/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,458
,,,,,,
8/17/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,513
,,,,,,
8/10/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,556
,,,,,,
8/3/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
,,,,,,
7/27/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,554
,,,,,,
7/20/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,459
,,,,,,
7/13/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,447
,,,,,,
7/6/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
,,,,,,
6/29/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,827
,,,,,,
6/22/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,462
,,,,,,
6/15/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,389
,,,,,,
6/8/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,373
,,,,,,
6/1/2015,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,329
,,,,,,
5/23/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,271
,,,,,,
5/16/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,245
,,,,,,
5/9/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,246
,,,,,,
5/2/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,222
,,,,,,
4/25/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,213
,,,,,,
4/18/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,208
,,,,,,
4/11/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,207
,,,,,,
4/4/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,202
,,,,,,
3/28/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,202
,,,,,,
3/21/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,194
,,,,,,
3/14/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,198
,,,,,,
3/7/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,191
,,,,,,
2/29/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,187
,,,,,,
2/22/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,168
,,,,,,
2/15/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
,,,,,,
2/8/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,157
,,,,,,
2/1/2016,Boston,Back Bay,FanCo. Classic,GREEN - FanCo. Classic,Retail,160
,,,,,,
